Wage,Age,Club,League,Nation,Position,Apps,Caps,Wage by Apps
1290000,31,Mainz 05,Bundesliga,GER,Defender,290,0,4448
1290000,31,Borussia M'gladbach,Bundesliga,GER,Midfilder,339,2,3805
1290000,27,Mainz 05,Bundesliga,GER,Goalkeeper,177,0,7288
1290000,27,Vigo,La Liga,ESP,Defender,310,0,4161
1290000,29,Elche,La Liga,ESP,Midfilder,285,0,4526
1290000,25,Mainz 05,Bundesliga,FRA,Defender,114,0,11315
1290000,23,Hoffenheim,Bundesliga,AUT,Midfilder,108,21,11944
1290000,34,Schalke 04,Bundesliga,GER,Forward,427,0,3021
1290000,27,1. FC Koln,Bundesliga,GER,Forward,258,0,5000
1290000,23,Eintracht Frankfurt,Bundesliga,FRA,Forward,100,0,12900
1290000,27,Union Berlin,Bundesliga,SUR,Midfilder,198,5,6515
1290000,27,Bayer 04,Bundesliga,GER,Midfilder,247,0,5222
1290000,24,Hertha Berlin,Bundesliga,NGA,Forward,145,8,8896
1290000,27,VfL Wolfsburg,Bundesliga,BRA,Defender,106,0,12169
1290000,22,Borussia M'gladbach,Bundesliga,FRA,Midfilder,47,0,27446
1290000,19,Milan,Serie A,BEL,Midfilder,68,0,18970
1290000,23,VfL Wolfsburg,Bundesliga,FRA,Defender,99,0,13030
1290000,21,Bayer 04,Bundesliga,NED,Defender,76,0,16973
1290000,22,Mainz 05,Bundesliga,LUX,Midfilder,99,39,13030
1290000,31,Schalke 04,Bundesliga,GER,Forward,351,0,3675
1290000,22,Bayer 04,Bundesliga,NED,Defender,89,0,14494
1290000,21,Bayer 04,Bundesliga,CIV,Defender,81,15,15925
1290000,26,Union Berlin,Bundesliga,USA,Forward,182,9,7087
1290000,20,Bayer 04,Bundesliga,CZE,Forward,106,18,12169
1290000,22,VfL Wolfsburg,Bundesliga,CRO,Defender,85,0,15176
1290000,22,Mainz 05,Bundesliga,GER,Forward,83,0,15542
1289000,38,OGC Nice,Ligue 1 Uber Eats,BRA,Defender,496,13,2598
1289000,30,Hertha Berlin,Bundesliga,GER,Defender,297,7,4340
1289000,27,Bayer 04,Bundesliga,NED,Defender,159,0,8106
1289000,23,OM,Ligue 1 Uber Eats,ARG,Defender,66,2,19530
1287000,33,FC Nantes,Ligue 1 Uber Eats,FRA,Midfilder,494,71,2605
1276000,32,Atalanta,Serie A,ARG,Defender,302,0,4225
1276000,23,Bologna,Serie A,GAM,Forward,136,27,9382
1276000,35,Empoli,Serie A,ITA,Forward,531,2,2403
1276000,26,Empoli,Serie A,SUI,Midfilder,200,0,6380
1276000,32,Cremonese,Serie A,ROU,Defender,243,75,5251
1276000,28,Atalanta,Serie A,NED,Defender,240,13,5316
1276000,27,Verona,Serie A,FRA,Forward,218,0,5853
1276000,25,Spezia,Serie A,POL,Goalkeeper,179,2,7128
1276000,27,Parthenope,Serie A,ITA,Goalkeeper,139,1,9179
1276000,26,Empoli,Serie A,SCO,Midfilder,212,0,6018
1276000,29,Atalanta,Serie A,ALB,Defender,331,48,3854
1276000,28,Inter,Serie A,GER,Defender,238,13,5361
1276000,25,Sampdoria,Serie A,ITA,Goalkeeper,178,0,7168
1276000,22,Milan,Serie A,ITA,Defender,54,0,23629
1273000,35,LOSC,Ligue 1 Uber Eats,FRA,Goalkeeper,513,1,2481
1268000,22,Udinese,Serie A,ARG,Defender,65,0,19507
1268000,24,Udinese,Serie A,SVN,Midfilder,193,22,6569
1266000,22,Leicester,Premier League,BRA,Midfilder,90,0,14066
1266000,23,Fulham,Premier League,ISR,Forward,143,31,8853
1256000,29,AS Monaco,Ligue 1 Uber Eats,FRA,Defender,244,1,5147
1255000,19,Valencia,La Liga,GUI,Midfilder,52,8,24134
1238000,23,Sevilla,La Liga,SEN,Midfilder,104,11,11903
1238000,26,LOSC,Ligue 1 Uber Eats,FRA,Forward,219,0,5652
1237000,29,Rennes,Ligue 1 Uber Eats,FRA,Midfilder,229,0,5401
1235000,26,FC Porto,Primiera Liga,SRB,Midfilder,164,17,7530
1233000,29,Schalke 04,Bundesliga,COL,Defender,189,9,6523
1233000,27,SV Werder,Bundesliga,GER,Defender,212,2,5816
1232000,35,Villarreal,La Liga,ESP,Midfilder,523,0,2355
1232000,19,Villarreal,La Liga,ESP,Forward,80,4,15400
1224000,20,Inter,Serie A,ALB,Midfilder,27,4,45333
1224000,25,Salento,Serie A,ITA,Defender,220,0,5563
1222000,39,Real Hispalis,La Liga,CHI,Goalkeeper,448,144,2727
1219000,25,Sporting CP,Primiera Liga,NED,Defender,169,0,7213
1216000,23,VfL Wolfsburg,Bundesliga,EGY,Forward,106,13,11471
1216000,30,Sampdoria,Serie A,COL,Defender,293,32,4150
1216000,30,Sampdoria,Serie A,ITA,Forward,325,11,3741
1204000,25,Hertha Berlin,Bundesliga,GER,Defender,158,0,7620
1201000,31,Mallorca,La Liga,ARG,Midfilder,262,2,4583
1198000,30,Bologna,Serie A,FRA,Defender,165,0,7260
1197000,23,Union Berlin,Bundesliga,HUN,Midfilder,117,20,10230
1186000,32,Montpellier,Ligue 1 Uber Eats,FRA,Forward,356,0,3331
1184000,27,Sporting CP,Primiera Liga,ESP,Defender,214,4,5532
1182000,24,Hoffenheim,Bundesliga,GER,Midfilder,105,0,11257
1178000,32,LOSC,Ligue 1 Uber Eats,FRA,Midfilder,326,4,3613
1177000,21,A. Bilbao,La Liga,ESP,Midfilder,130,0,9053
1171000,23,Sporting CP,Primiera Liga,ENG,Forward,120,0,9758
1170000,23,Brighton,Premier League,POL,Midfilder,173,20,6763
1169000,25,OGC Nice,Ligue 1 Uber Eats,NED,Defender,220,1,5313
1163000,27,Sevilla,La Liga,ESP,Midfilder,252,0,4615
1163000,29,Sevilla,La Liga,MEX,Defender,298,71,3902
1161000,32,Schalke 04,Bundesliga,GER,Midfilder,376,0,3087
1161000,23,Schalke 04,Bundesliga,URU,Midfilder,88,0,13193
1161000,28,Mainz 05,Bundesliga,GER,Defender,224,0,5183
1161000,32,Schalke 04,Bundesliga,GER,Midfilder,354,0,3279
1161000,29,Schalke 04,Bundesliga,GER,Midfilder,270,0,4300
1161000,24,Bayer 04,Bundesliga,NED,Defender,64,3,18140
1141000,31,Atletico Pamplona,La Liga,ESP,Goalkeeper,362,0,3151
1141000,23,Villarreal,La Liga,NGA,Midfilder,139,24,8208
1138000,29,Real Hispalis,La Liga,ESP,Forward,294,1,3870
1137000,26,Eintracht Frankfurt,Bundesliga,COL,Forward,180,20,6316
1135000,32,Montpellier,Ligue 1 Uber Eats,FRA,Defender,309,29,3673
1134000,24,RC Lens,Ligue 1 Uber Eats,FRA,Midfilder,123,0,9219
1134000,34,FC Nantes,Ligue 1 Uber Eats,FRA,Defender,377,0,3007
1134000,25,Salento,Serie A,FRA,Forward,185,0,6129
1127000,22,Rennes,Ligue 1 Uber Eats,FRA,Forward,84,0,13416
1121000,32,Brentford,Premier League,DEN,Defender,340,35,3297
1121000,27,Sampdoria,Serie A,ITA,Defender,217,0,5165
1121000,24,Sassuolo,Serie A,BRA,Defender,117,0,9581
1121000,31,Hertha Berlin,Bundesliga,GER,Forward,351,0,3193
1121000,24,VfB Stuttgart,Bundesliga,GRE,Defender,92,13,12184
1121000,24,Salento,Serie A,MAR,Midfilder,120,0,9341
1121000,35,Fiorentina,Serie A,ITA,Goalkeeper,446,28,2513
1121000,22,Sassuolo,Serie A,ITA,Midfilder,149,3,7523
1121000,26,Brighton,Premier League,GER,Forward,220,0,5095
1121000,20,Rennes,Ligue 1 Uber Eats,FRA,Forward,69,0,16246
1121000,39,Milan,Serie A,ITA,Goalkeeper,418,0,2681
1121000,30,Verona,Serie A,ITA,Forward,386,7,2904
1118000,30,Mainz 05,Bundesliga,AUT,Forward,332,18,3367
1118000,26,Mainz 05,Bundesliga,DEN,Forward,190,1,5884
1116000,25,Empoli,Serie A,ITA,Defender,134,0,8328
1116000,27,A. Bilbao,La Liga,ESP,Defender,269,0,4148
1116000,32,Udinese,Serie A,MKD,Forward,344,46,3244
1116000,32,Verona,Serie A,BIH,Forward,410,15,2721
1107000,24,Almeria,La Liga,COL,Forward,219,3,5054
1104000,20,Real San Sebastian,La Liga,ESP,Midfilder,80,0,13800
1104000,30,Sampdoria,Serie A,SRB,Midfilder,298,35,3704
1103000,26,Fiorentina,Serie A,ARG,Defender,105,11,10504
1103000,25,Atalanta,Serie A,DEN,Defender,179,29,6162
1103000,25,Milan,Serie A,SEN,Defender,118,13,9347
1103000,21,Torino,Serie A,ITA,Forward,49,1,22510
1103000,29,OM,Ligue 1 Uber Eats,UKR,Midfilder,313,49,3523
1103000,28,Udinese,Serie A,ESP,Forward,292,4,3777
1103000,31,Spezia,Serie A,NED,Goalkeeper,293,11,3764
1103000,23,Milan,Serie A,BEL,Defender,141,9,7822
1103000,23,Lazio,Serie A,POR,Goalkeeper,66,0,16712
1103000,31,Udinese,Serie A,ARG,Defender,342,19,3225
1103000,30,Fiorentina,Serie A,ITA,Forward,269,0,4100
1096000,21,OGC Nice,Ligue 1 Uber Eats,FRA,Midfilder,86,0,12744
1090000,23,R. Madrid,La Liga,UKR,Goalkeeper,77,7,14155
1090000,24,A. Madrid,La Liga,ARG,Defender,112,17,9732
1087000,24,FC Nantes,Ligue 1 Uber Eats,EGY,Forward,148,21,7344
1086000,31,Brianza,Serie A,ITA,Defender,252,0,4309
1086000,27,Brianza,Serie A,ITA,Defender,257,0,4225
1078000,22,OGC Nice,Ligue 1 Uber Eats,FRA,Defender,81,0,13308
1077000,34,Sporting CP,Primiera Liga,POR,Defender,293,19,3675
1076000,34,FC Augsburg,Bundesliga,AUT,Midfilder,348,84,3091
1075000,24,FC Augsburg,Bundesliga,GER,Midfilder,156,0,6891
1075000,26,VfB Stuttgart,Bundesliga,GER,Defender,205,0,5243
1070000,24,Vigo,La Liga,ESP,Midfilder,149,2,7181
1069000,29,Sporting CP,Primiera Liga,POR,Forward,334,3,3200
1069000,28,Udinese,Serie A,MAR,Defender,219,16,4881
1053000,28,Real Hispalis,La Liga,POR,Goalkeeper,183,1,5754
1052000,22,Rennes,Ligue 1 Uber Eats,BEL,Defender,73,3,14410
1052000,22,Parthenope,Serie A,NOR,Defender,136,5,7735
1051000,23,Everton,Premier League,POR,Defender,82,0,12817
1051000,23,Benfica,Primiera Liga,POR,Midfilder,130,0,8084
1050000,30,Villarreal,La Liga,ESP,Defender,232,4,4525
1050000,30,Villarreal,La Liga,ESP,Midfilder,423,0,2482
1048000,25,Sampdoria,Serie A,NED,Forward,148,0,7081
1047000,22,AS Monaco,Ligue 1 Uber Eats,MLI,Midfilder,99,15,10575
1040000,23,Brentford,Premier League,DEN,Defender,64,0,16250
1040000,22,Nottm Forest,Premier League,FRA,Defender,80,0,13000
1040000,29,Man City,Premier League,GER,Goalkeeper,266,0,3909
1040000,18,Leeds,Premier League,ITA,Forward,65,4,16000
1040000,32,Nottm Forest,Premier League,ENG,Defender,368,0,2826
1040000,27,Strasbourg,Ligue 1 Uber Eats,FRA,Defender,228,0,4561
1040000,29,Aston Villa,Premier League,ENG,Goalkeeper,120,0,8666
1040000,35,Nottm Forest,Premier League,WAL,Goalkeeper,322,104,3229
1040000,24,Girona,La Liga,VEN,Midfilder,171,25,6081
1040000,18,Chelsea,Premier League,USA,Goalkeeper,43,0,24186
1040000,25,Leicester,Premier League,DEN,Goalkeeper,151,0,6887
1040000,25,Brighton,Premier League,JPN,Midfilder,151,7,6887
1040000,20,Leeds,Premier League,ENG,Midfilder,13,0,80000
1040000,23,Angers SCO,Ligue 1 Uber Eats,TUN,Defender,51,0,20392
1040000,25,AJ Auxerre,Ligue 1 Uber Eats,SCO,Midfilder,183,0,5683
1037000,23,Capitoline,Serie A,SRB,Goalkeeper,62,1,16725
1036000,22,Valencia,La Liga,BRA,Forward,115,0,9008
1035000,23,Hoffenheim,Bundesliga,FRA,Defender,85,0,12176
1035000,29,Hoffenheim,Bundesliga,USA,Defender,284,43,3644
1035000,21,Empoli,Serie A,URU,Forward,24,1,43125
1035000,27,Sevilla,La Liga,NED,Defender,200,4,5175
1035000,31,FC Augsburg,Bundesliga,NED,Defender,318,0,3254
1034000,27,Getafe,La Liga,SRB,Midfilder,242,39,4272
1032000,30,Union Berlin,Bundesliga,GER,Defender,325,0,3175
1032000,34,VfL Wolfsburg,Bundesliga,AUT,Goalkeeper,266,7,3879
1032000,21,AS Monaco,Ligue 1 Uber Eats,NED,Forward,111,1,9297
1032000,29,1. FC Koln,Bundesliga,AUT,Midfilder,344,20,3000
1032000,30,FC Nantes,Ligue 1 Uber Eats,FRA,Midfilder,293,0,3522
1032000,22,Bayer 04,Bundesliga,FRA,Forward,64,0,16125
1032000,30,Schalke 04,Bundesliga,POL,Defender,279,7,3698
1032000,22,Sevilla,La Liga,FRA,Defender,54,0,19111
1032000,23,Strasbourg,Ligue 1 Uber Eats,FRA,Defender,59,0,17491
1032000,27,Rennes,Ligue 1 Uber Eats,NOR,Defender,206,22,5009
1032000,26,Mallorca,La Liga,ZIM,Forward,162,22,6370
1032000,24,BVT,Primiera Liga,USA,Defender,123,27,8390
1032000,32,Borussia M'gladbach,Bundesliga,GER,Defender,257,0,4015
1032000,24,Borussia Dortmund,Bundesliga,NOR,Defender,185,11,5578
1031000,25,Angers SCO,Ligue 1 Uber Eats,FRA,Goalkeeper,186,0,5543
1031000,28,Eintracht Frankfurt,Bundesliga,GER,Defender,288,3,3579
1031000,28,FC Lorient,Ligue 1 Uber Eats,GER,Goalkeeper,140,0,7364
1028000,24,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,78,0,13179
1022000,26,Mallorca,La Liga,SRB,Goalkeeper,275,28,3716
1017000,25,Real San Sebastian,La Liga,NGA,Forward,158,7,6436
1017000,26,Sevilla,La Liga,BRA,Defender,183,0,5557
1004000,22,A. Bilbao,La Liga,ESP,Midfilder,85,0,11811
1004000,27,A. Bilbao,La Liga,ESP,Defender,231,0,4346
1003000,21,AS Monaco,Ligue 1 Uber Eats,BRA,Defender,60,0,16716
1003000,25,Espanyol,La Liga,MEX,Defender,234,26,4286
998000,30,Villarreal,La Liga,ALG,Defender,331,76,3015
991000,27,Spezia,Serie A,POL,Defender,236,15,4199
991000,22,Lazio,Serie A,BRA,Midfilder,76,0,13039
987000,29,Vigo,La Liga,ESP,Defender,195,0,5061
986000,22,Eintracht Frankfurt,Bundesliga,DEN,Forward,92,5,10717
986000,25,Bologna,Serie A,AUT,Defender,179,16,5508
985000,30,Cadiz,La Liga,URU,Defender,247,0,3987
985000,29,Cadiz,La Liga,ESP,Midfilder,353,0,2790
983000,26,SV Werder,Bundesliga,SRB,Defender,177,20,5553
980000,35,Strasbourg,Ligue 1 Uber Eats,FRA,Forward,502,13,1952
977000,28,RC Lens,Ligue 1 Uber Eats,FRA,Midfilder,292,0,3345
977000,20,Lazio,Serie A,ITA,Midfilder,12,1,81416
976000,23,Vigo,La Liga,ESP,Defender,79,1,12354
973000,23,OGC Nice,Ligue 1 Uber Eats,NGA,Forward,133,7,7315
966000,25,Real San Sebastian,La Liga,ESP,Defender,203,0,4758
966000,30,Getafe,La Liga,ESP,Midfilder,412,0,2344
966000,32,Brianza,Serie A,DEN,Forward,362,9,2668
964000,18,Benfica,Primiera Liga,NOR,Forward,55,0,17527
963000,25,Sevilla,La Liga,ESP,Forward,181,0,5320
963000,30,Sevilla,La Liga,SRB,Goalkeeper,234,19,4115
963000,28,Sevilla,La Liga,ESP,Midfilder,287,0,3355
963000,28,Sevilla,La Liga,ESP,Midfilder,253,5,3806
957000,25,Cremonese,Serie A,ITA,Defender,108,0,8861
957000,25,Empoli,Serie A,ITA,Goalkeeper,188,0,5090
957000,23,Fiorentina,Serie A,ITA,Defender,97,0,9865
957000,23,Fiorentina,Serie A,ITA,Midfilder,79,0,12113
957000,31,Spezia,Serie A,MAR,Midfilder,186,8,5145
957000,32,Sampdoria,Serie A,NED,Defender,314,0,3047
957000,30,Atalanta,Serie A,ITA,Goalkeeper,276,0,3467
957000,30,Sassuolo,Serie A,ITA,Defender,363,1,2636
957000,31,Verona,Serie A,SRB,Defender,370,23,2586
957000,27,Empoli,Serie A,ITA,Midfilder,192,0,4984
957000,26,Verona,Serie A,ITA,Defender,152,0,6296
953000,32,A. Bilbao,La Liga,ESP,Midfilder,430,0,2216
950000,30,AC Ajaccio,Ligue 1 Uber Eats,ALG,Midfilder,179,43,5307
948000,29,OM,Ligue 1 Uber Eats,BIH,Defender,218,49,4348
948000,30,FC Augsburg,Bundesliga,CZE,Goalkeeper,216,11,4388
947000,29,Vallecano,La Liga,ESP,Midfilder,353,0,2682
946000,23,Verona,Serie A,ARG,Forward,84,1,11261
946000,24,Espanyol,La Liga,FRA,Defender,106,0,8924
945000,31,Villarreal,La Liga,ESP,Defender,379,0,2493
945000,21,Villarreal,La Liga,ESP,Midfilder,76,0,12434
945000,25,Salernitana,Serie A,SEN,Forward,129,17,7325
941000,27,Salernitana,Serie A,NED,Midfilder,287,15,3278
940000,30,Sassuolo,Serie A,EQG,Midfilder,280,11,3357
929000,25,FC Porto,Primiera Liga,ESP,Forward,138,0,6731
929000,27,Strasbourg,Ligue 1 Uber Eats,SEN,Forward,220,14,4222
928000,29,Real Hispalis,La Liga,SEN,Defender,238,24,3899
928000,30,FC Nantes,Ligue 1 Uber Eats,BRA,Defender,281,0,3302
928000,30,Strasbourg,Ligue 1 Uber Eats,BEL,Goalkeeper,278,2,3338
928000,29,Angers SCO,Ligue 1 Uber Eats,FRA,Forward,231,0,4017
923000,30,Espanyol,La Liga,ESP,Goalkeeper,335,0,2755
923000,31,Espanyol,La Liga,DEN,Forward,363,60,2542
923000,34,Vigo,La Liga,ARG,Goalkeeper,420,8,2197
921000,26,Real Hispalis,La Liga,ESP,Defender,202,0,4559
920000,20,FC Porto,Primiera Liga,BRA,Forward,49,0,18775
917000,27,Udinese,Serie A,NGA,Defender,192,0,4776
917000,23,Udinese,Serie A,CMR,Defender,53,0,17301
914000,32,Brianza,Serie A,ITA,Defender,220,0,4154
910000,19,Brentford,Premier League,WAL,Defender,22,0,41363
910000,25,Sevilla,La Liga,ARG,Defender,92,16,9891
908000,24,Benfica,Primiera Liga,DEN,Defender,185,3,4908
903000,25,Getafe,La Liga,TUR,Forward,257,27,3513
903000,29,Getafe,La Liga,ESP,Goalkeeper,230,0,3926
903000,23,A. Bilbao,La Liga,ESP,Defender,151,0,5980
903000,29,A. Bilbao,La Liga,ESP,Midfilder,268,0,3369
902000,23,Sassuolo,Serie A,ITA,Defender,86,0,10488
898000,31,Montpellier,Ligue 1 Uber Eats,FRA,Goalkeeper,291,0,3085
897000,21,Atalanta,Serie A,ITA,Defender,43,0,20860
897000,28,RC Lens,Ligue 1 Uber Eats,FRA,Goalkeeper,177,0,5067
897000,26,Union Berlin,Bundesliga,NOR,Midfilder,226,9,3969
897000,25,Estoril Praia,Primiera Liga,POR,Forward,221,0,4058
897000,23,FC Augsburg,Bundesliga,GER,Midfilder,117,0,7666
897000,22,OGC Nice,Ligue 1 Uber Eats,FRA,Midfilder,92,0,9750
897000,26,Union Berlin,Bundesliga,GER,Defender,186,0,4822
893000,22,Villarreal,La Liga,ESP,Defender,139,0,6424
893000,21,Villarreal,La Liga,SEN,Forward,55,0,16236
888000,21,Milan,Serie A,GER,Defender,60,0,14800
888000,22,Milan,Serie A,FRA,Midfilder,101,0,8792
885000,25,Cremonese,Serie A,SUI,Midfilder,199,0,4447
885000,23,Brianza,Serie A,ITA,Defender,175,0,5057
885000,25,Cremonese,Serie A,NGA,Forward,159,0,5566
885000,28,Salento,Serie A,ITA,Forward,228,0,3881
884000,25,Hertha Berlin,Bundesliga,CRO,Midfilder,228,1,3877
883000,23,RC Lens,Ligue 1 Uber Eats,ARG,Defender,94,2,9393
881000,38,Eintracht Frankfurt,Bundesliga,JPN,Defender,513,114,1717
881000,31,Cadiz,La Liga,ESP,Forward,332,0,2653
881000,26,Cadiz,La Liga,COD,Midfilder,239,3,3686
878000,24,Hertha Berlin,Bundesliga,CIV,Forward,107,0,8205
877000,31,Empoli,Serie A,ITA,Forward,289,8,3034
876000,23,FC Porto,Primiera Liga,POR,Defender,83,0,10554
876000,23,FC Nantes,Ligue 1 Uber Eats,FRA,Goalkeeper,242,0,3619
875000,21,Sporting CP,Primiera Liga,URU,Midfilder,103,5,8495
872000,26,A. Madrid,La Liga,CRO,Goalkeeper,150,2,5813
862000,29,SC Freiburg,Bundesliga,ITA,Midfilder,278,6,3100
862000,22,Bologna,Serie A,ITA,Defender,104,0,8288
862000,24,Borussia Dortmund,Bundesliga,GER,Defender,74,0,11648
862000,27,Hertha Berlin,Bundesliga,GER,Defender,205,0,4204
862000,25,FC Augsburg,Bundesliga,BRA,Defender,104,0,8288
862000,30,Union Berlin,Bundesliga,DEN,Goalkeeper,208,8,4144
862000,30,VfL Bochum,Bundesliga,UKR,Defender,190,12,4536
860000,29,Union Berlin,Bundesliga,FRA,Defender,248,0,3467
860000,19,VfL Wolfsburg,Bundesliga,USA,Defender,48,0,17916
860000,25,Mainz 05,Bundesliga,NOR,Defender,193,12,4455
860000,35,Union Berlin,Bundesliga,AUT,Defender,421,23,2042
860000,30,Bayer 04,Bundesliga,RUS,Goalkeeper,152,7,5657
860000,28,Union Berlin,Bundesliga,GER,Midfilder,271,0,3173
860000,21,Schalke 04,Bundesliga,GER,Midfilder,70,0,12285
860000,24,Mainz 05,Bundesliga,GER,Defender,92,0,9347
860000,24,Verona,Serie A,NED,Defender,148,0,5810
860000,25,Schalke 04,Bundesliga,NED,Defender,138,0,6231
860000,21,Union Berlin,Bundesliga,GER,Forward,82,0,10487
860000,21,Schalke 04,Bundesliga,AUT,Defender,78,0,11025
860000,28,Schalke 04,Bundesliga,SUI,Defender,249,0,3453
859000,24,AS Monaco,Ligue 1 Uber Eats,BRA,Midfilder,102,0,8421
859000,29,1. FC Koln,Bundesliga,GHA,Midfilder,247,0,3477
859000,22,Borussia Dortmund,Bundesliga,ESP,Defender,21,0,40904
859000,27,Hoffenheim,Bundesliga,NGA,Defender,216,4,3976
859000,27,Verona,Serie A,SVK,Midfilder,238,59,3609
859000,28,SC Freiburg,Bundesliga,AUT,Forward,355,39,2419
858000,21,Benfica,Primiera Liga,BRA,Defender,62,0,13838
858000,30,Getafe,La Liga,TOG,Defender,263,67,3262
858000,26,Getafe,La Liga,URU,Midfilder,218,12,3935
853000,30,A. Bilbao,La Liga,ESP,Defender,318,0,2682
845000,29,Atletico Pamplona,La Liga,ESP,Midfilder,335,0,2522
839000,29,Benfica,Primiera Liga,BRA,Defender,182,0,4609
832000,26,Benfica,Primiera Liga,SRB,Defender,181,9,4596
832000,32,Brighton,Premier League,ENG,Goalkeeper,272,0,3058
831000,30,Espanyol,La Liga,ESP,Defender,291,0,2855
830000,21,Sporting CP,Primiera Liga,POR,Defender,53,0,15660
830000,37,Cadiz,La Liga,ESP,Forward,593,21,1399
830000,29,Cadiz,La Liga,HON,Forward,354,40,2344
830000,33,Valladolid,La Liga,ESP,Forward,356,0,2331
830000,30,Elche,La Liga,ESP,Defender,328,0,2530
829000,24,FC Augsburg,Bundesliga,GER,Midfilder,187,0,4433
829000,22,Benfica,Primiera Liga,DEN,Forward,77,0,10766
828000,21,Sassuolo,Serie A,URU,Forward,67,4,12358
827000,24,Benfica,Primiera Liga,CRO,Forward,149,0,5550
825000,34,Reims,Ligue 1 Uber Eats,MAR,Defender,319,10,2586
825000,24,FC Nantes,Ligue 1 Uber Eats,FRA,Midfilder,211,0,3909
825000,28,Strasbourg,Ligue 1 Uber Eats,CIV,Midfilder,196,2,4209
824000,35,Real Hispalis,La Liga,MEX,Midfilder,475,175,1734
818000,22,Inter,Serie A,ITA,Defender,63,0,12984
818000,25,FC Porto,Primiera Liga,CAN,Midfilder,202,24,4049
817000,28,Schalke 04,Bundesliga,FIN,Defender,256,60,3191
817000,21,VfL Wolfsburg,Bundesliga,GER,Defender,75,0,10893
815000,21,RC Lens,Ligue 1 Uber Eats,POR,Forward,46,0,17717
815000,22,RC Lens,Ligue 1 Uber Eats,GHA,Midfilder,48,0,16979
813000,27,Getafe,La Liga,POR,Defender,242,3,3359
807000,25,Valladolid,La Liga,MAR,Midfilder,159,22,5075
807000,23,Salernitana,Serie A,NOR,Midfilder,139,0,5805
803000,29,A. Bilbao,La Liga,ESP,Defender,233,0,3446
802000,24,Torino,Serie A,ENG,Midfilder,125,0,6416
802000,41,Sassuolo,Serie A,ITA,Goalkeeper,361,0,2221
802000,39,Sampdoria,Serie A,ITA,Forward,625,28,1283
802000,31,Udinese,Serie A,ITA,Goalkeeper,289,0,2775
802000,22,Bournemouth,Premier League,CIV,Midfilder,139,4,5769
802000,24,Sassuolo,Serie A,ITA,Defender,102,0,7862
802000,30,Verona,Serie A,ITA,Defender,316,0,2537
802000,30,Verona,Serie A,ITA,Defender,286,0,2804
802000,24,Spezia,Serie A,POL,Midfilder,163,5,4920
802000,36,Verona,Serie A,POR,Midfilder,400,56,2005
802000,25,Estoril Praia,Primiera Liga,BRA,Forward,188,0,4265
800000,24,FC Porto,Primiera Liga,BRA,Midfilder,191,0,4188
798000,24,Hertha Berlin,Bundesliga,URU,Defender,94,1,8489
797000,28,Bologna,Serie A,GRE,Defender,222,6,3590
797000,29,Empoli,Serie A,CIV,Midfilder,226,16,3526
797000,27,Fiorentina,Serie A,CZE,Midfilder,203,31,3926
797000,25,Salernitana,Serie A,ITA,Forward,168,0,4744
797000,23,Almeria,La Liga,ESP,Defender,192,1,4151
793000,21,Spezia,Serie A,ITA,Midfilder,117,0,6777
791000,27,Sporting CP,Primiera Liga,JPN,Midfilder,203,15,3896
787000,40,Villarreal,La Liga,ESP,Goalkeeper,677,36,1162
787000,23,Mallorca,La Liga,ESP,Midfilder,192,0,4098
786000,22,Reims,Ligue 1 Uber Eats,BEL,Defender,91,0,8637
785000,34,Vallecano,La Liga,ARG,Midfilder,482,0,1628
785000,27,Vallecano,La Liga,ESP,Midfilder,290,0,2706
785000,25,Hertha Berlin,Bundesliga,ENG,Defender,121,0,6487
785000,21,Benfica,Primiera Liga,POR,Forward,79,0,9936
785000,25,Eintracht Frankfurt,Bundesliga,CRO,Midfilder,164,4,4786
785000,28,Hertha Berlin,Bundesliga,NED,Midfilder,263,1,2984
780000,32,Nottm Forest,Premier League,IRL,Midfilder,358,19,2178
780000,22,Chelsea,Premier League,ENG,Midfilder,114,4,6842
780000,29,Wolves,Premier League,ENG,Goalkeeper,404,0,1930
780000,18,Brighton,Premier League,PAR,Forward,59,5,13220
780000,32,Nottm Forest,Premier League,MSR,Forward,472,13,1652
780000,19,Brighton,Premier League,ENG,Defender,32,0,24375
780000,24,Nottm Forest,Premier League,ENG,Forward,167,0,4670
780000,25,Fulham,Premier League,SVK,Goalkeeper,192,17,4062
780000,23,Santa Clara,Primiera Liga,POR,Midfilder,77,0,10129
780000,21,Leeds,Premier League,NOR,Goalkeeper,99,0,7878
780000,19,Liverpool,Premier League,SCO,Defender,28,0,27857
778000,29,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,239,0,3255
776000,27,Torino,Serie A,KOS,Defender,212,45,3660
776000,24,Fiorentina,Serie A,BRA,Defender,143,0,5426
776000,24,Bologna,Serie A,ARG,Midfilder,152,11,5105
776000,22,Capitoline,Serie A,FRA,Defender,36,0,21555
776000,30,Bologna,Serie A,ITA,Goalkeeper,256,0,3031
776000,28,Sassuolo,Serie A,GER,Defender,184,0,4217
776000,21,Real Hispalis,La Liga,BRA,Forward,77,0,10077
776000,23,Elche,La Liga,ESP,Midfilder,101,0,7683
776000,20,Atletico Pamplona,La Liga,MAR,Midfilder,90,0,8622
774000,25,Vigo,La Liga,ESP,Goalkeeper,120,0,6450
774000,21,OL,Ligue 1 Uber Eats,CIV,Defender,44,9,17590
